subsample,model,N,RMSE,MAE,QLIKE
overall,M1_h5,375,0.36040014031791223,0.21160446301035374,0.35096446335953807
overall,M2_h5_raw,375,0.540212597785957,0.3907148897707209,0.4834481440418851
overall,M3_h5,375,0.3715918497344466,0.22164539128748903,0.3942737585840821
crisis,M1_h5,29,1.0914880269136507,0.8512429348694444,2.0826713964203534
crisis,M2_h5_raw,29,1.1342555799698368,0.8971984599071455,1.4322204057983279
crisis,M3_h5,29,1.1075653850651666,0.865211474319737,2.6187606964777115
calm,M1_h5,346,0.20229221591148652,0.15799314600482303,0.20582139671571256
calm,M2_h5_raw,346,0.45657237412092927,0.34826395470148297,0.4039267695016053
calm,M3_h5,346,0.2164202796947976,0.16770488143796536,0.20782832159299755
