date,actual,fomc_day,M1,M1_macro
2025-02-24,0.5881866242372542,False,0.5701072920542862,0.5628309259120144
2025-02-25,0.9444909365048862,False,0.5811979340037745,0.573862000248849
2025-02-26,0.9047966158371143,False,0.7169569017549849,0.7097482552875016
2025-02-27,1.0079341642549853,False,0.7951543573979325,0.7879553708024413
2025-02-28,1.1626123882772232,False,0.8538083552025665,0.8466211805893302
2025-03-03,1.6372519033217243,False,0.9479562565539813,0.9408396969083511
2025-03-04,1.5758033738832995,False,1.1930868229694207,1.1861938218077979
2025-03-05,1.269187224885605,False,1.2865140613141173,1.2796562630411785
2025-03-06,1.198675575476957,False,1.199733430585924,1.1926485562863216
2025-03-07,1.3495043417044101,False,1.141535155044017,1.1343130009535622
2025-03-10,1.5742270034332702,False,1.1956621719908513,1.1885162081872664
2025-03-11,1.4703681947215157,False,1.2939047679535456,1.2869673432695634
2025-03-12,1.1353807021052291,False,1.293495083634677,1.2865981963125217
2025-03-13,0.9053771017130369,False,1.1623941917775928,1.155304125178609
2025-03-14,1.3763905340659452,False,1.0219911953155907,1.0147352922937558
2025-03-17,0.7844344466788503,False,1.1482783224822164,1.14127054513826
2025-03-18,0.6229559816489394,False,0.9821499494957351,0.9750175389486603
2025-03-19,1.0633096873707888,True,0.790202136227279,1.0133637788963
2025-03-20,0.9658313334589435,False,0.9099462748661122,0.9029255186738708
2025-03-21,0.6898582520213179,False,0.9520221445110116,0.9450674299220481
2025-03-24,0.4967305455923468,False,0.8091829266132757,0.8021369364157775
2025-03-25,0.3340131517401923,False,0.6857606533772491,0.6783454215270396
2025-03-26,0.8736551598193741,False,0.5841505224092398,0.5765455139533637
2025-03-27,0.7419973152130572,False,0.727386576307286,0.7202400206406768
2025-03-28,0.8932205942987066,False,0.7522061129870392,0.7452357090732014
2025-03-31,1.4054738400422284,False,0.7936966718891091,0.786761403650781
2025-04-01,1.1056445212415345,False,1.0401182343879478,1.0335495840784388
2025-04-02,1.1915565198361564,False,1.063996263128999,1.0572426609018173
2025-04-03,1.1069893947030318,False,1.0628893356239726,1.0560007445222928
2025-04-04,1.7929399439684086,False,1.067026895646531,1.0600207324172874
2025-04-07,5.506178961625043,False,1.334818847603228,1.3282302682414602
2025-04-08,3.9204256343254786,False,2.9211575114927895,2.9175515041533266
2025-04-09,3.6903155364446882,False,3.140954108610008,3.1371502904194277
2025-04-10,3.1558798709015448,False,2.979487799064424,2.9742665434295352
2025-04-11,1.7731398142982204,False,2.89598706998148,2.889794177359088
2025-04-14,1.2442660599293371,False,2.3614998761217407,2.353807159813121
2025-04-15,0.8063423729178759,False,1.7308432456777803,1.7228634241201481
2025-04-16,2.243396676406214,False,1.32234645987873,1.3143227901203969
2025-04-17,0.9622639348749206,False,1.651796686954267,1.645191394926791
2025-04-21,1.5936167343835967,False,1.323109244331704,1.3164565523768013
2025-04-22,1.0712559454361394,False,1.3280399243719259,1.3214019081998538
2025-04-23,1.3983672274854904,False,1.2427059294545637,1.2359265121428487
2025-04-24,1.0674367404653475,False,1.3115073282512066,1.3049471002639264
2025-04-25,0.8364848084757647,False,1.1944560898248566,1.1879200850009752
2025-04-28,1.0964136246664695,False,1.0536975271555162,1.0468450228922352
2025-04-29,0.6400742965958788,False,1.0878481847800427,1.081194664360435
2025-04-30,1.7648631376813768,False,0.9451184289180778,0.9382367983083595
2025-05-01,0.7537923132142923,False,1.2984998929994445,1.2923665081336906
2025-05-02,0.7165061983715736,False,1.0998084404518562,1.0933097984988618
2025-05-05,0.6116731137904969,False,0.9123132905028363,0.9053569476441493
2025-05-06,0.8008047905030211,False,0.8424554089844537,0.8354473854829867
2025-05-07,0.976241540210133,True,0.8992335143105007,1.121504346565771
2025-05-08,1.0754790851222302,False,0.9523682100979637,0.9457784666882976
2025-05-09,0.5444393039334359,False,1.0063186428259265,0.9997641225478912
2025-05-12,0.7082477544064372,False,0.8032463278979871,0.796233302452577
2025-05-13,0.6590053463072321,False,0.7623354207791625,0.7551679686404714
2025-05-14,0.4135505018340854,False,0.7504271962845842,0.7432602288640301
2025-05-15,0.47957514899052056,False,0.619668587197906,0.612318652850456
2025-05-16,0.5414829760560648,False,0.5710847422046821,0.5637540429613696
2025-05-19,0.535827431594898,False,0.6026309706590318,0.595377957828477
2025-05-20,0.531089983707503,False,0.5928695872117931,0.5856300608436213
2025-05-21,1.1525192922045666,False,0.5817937640557308,0.5745571599436912
2025-05-22,0.6291480926353333,False,0.8372512996693363,0.8304438290117085
2025-05-23,0.6799356696990553,False,0.7530309953758304,0.7460156156065292
2025-05-27,1.4619502625835648,False,0.687773839264638,0.6804510056399761
2025-05-28,0.5631100357277177,False,1.0230768090644151,1.016388421803026
2025-05-29,0.7944264323312424,False,0.8294122116371337,0.8224287669110949
2025-05-30,0.9489147299690214,False,0.7456337097058466,0.7383067563201539
2025-06-02,0.7679393697908469,False,0.8560976380197869,0.8490248053989343
2025-06-03,0.4828770558205687,False,0.8154405541254971,0.8083091673998728
2025-06-04,0.2710307127862875,False,0.6351634360382391,0.6277654107084977
2025-06-05,0.8148345623530572,False,0.4958476296743163,0.4881065675158701
2025-06-06,0.46612221353586275,False,0.6581612371548187,0.6507671339989829
2025-06-09,0.32531495327545634,False,0.5977801576986903,0.59048858590827
2025-06-10,0.4219236173289739,False,0.465184067833271,0.457590742185926
2025-06-11,0.614103776306227,False,0.4702320400082615,0.4626477000245269
2025-06-12,0.3130604411270663,False,0.5718547568574338,0.5644697330746449
2025-06-13,0.7360493609284423,False,0.46942044652603365,0.4619507202070019
2025-06-16,0.4371522635962528,False,0.5849091676552318,0.5775919074279281
2025-06-17,0.5189767105811125,False,0.5527957936282546,0.5454758930705703
2025-06-18,0.5511595753701348,True,0.5377589947837327,0.7587602142715931
2025-06-20,0.6559222500288283,False,0.5598375108423443,0.5524724460049728
2025-06-23,0.8774988172408712,False,0.619737102418834,0.612448873081325
2025-06-24,0.45332340076537014,False,0.7251221182247147,0.7180840054195518
2025-06-25,0.34833517305031647,False,0.6064118604596869,0.5992001407130906
2025-06-26,0.3498234665023177,False,0.48948898075343955,0.4818909730169288
2025-06-27,0.6068665642847654,False,0.46132798310051476,0.4536807673573159
2025-06-30,0.4766040501263639,False,0.5464645470767906,0.5390671992823418
2025-07-01,0.3562729129045851,False,0.5224498621804147,0.5151729276437128
2025-07-02,0.3046312901557792,False,0.4510236703334233,0.4435587969415587
2025-07-03,0.32746909306703254,False,0.4072244724220992,0.3996376607757477
2025-07-07,0.6483547437505514,False,0.40345199628183875,0.39585603609864006
2025-07-08,0.2771296132699088,False,0.5247593672153624,0.5174621218328592
2025-07-09,0.41300518200640984,False,0.4352893399126272,0.4279189455821955
2025-07-10,0.4059546492093047,False,0.423399879227355,0.4158751552225511
2025-07-11,0.36749856488831284,False,0.44774525707638807,0.44030445486275344
2025-07-14,0.3438024373501125,False,0.4349922338526608,0.42750645908089735
