pair,date,spread_diff,trailing_std_90d,abs_z
GC=F/SI=F,2016-11-14,-0.05393086567979388,0.008827452764907168,6.109448231112799
GC=F/SI=F,2020-02-28,-0.04814298765136904,0.009133340277759515,5.27112602698067
GC=F/SI=F,2020-03-13,-0.07246378731717495,0.010633074351283169,6.814942219267961
GC=F/SI=F,2020-03-16,-0.11272542560490528,0.013000924785997152,8.670569783337102
GC=F/SI=F,2020-09-21,-0.1362641840617278,0.02719772628370087,5.010131458797296
GC=F/SI=F,2025-04-03,-0.06806116920053373,0.011350013856394605,5.996571463407335
GC=F/SI=F,2026-01-30,-0.2671036217560321,0.0314744774408797,8.48635604062841
ES=F/YM=F,2016-11-10,0.010345741376490025,0.0014423848662960671,7.1726635645152665
