date,pair,logx,logy,alpha_active,beta_active,spread,zscore
2020-10-30,GC=F/SI=F,7.537643132907079,3.1619668162465655,-1.637144552553174,0.6192450525940635,0.13146315052741375,-1.3423032298907476
2020-11-02,GC=F/SI=F,7.544543738787458,3.1783038207143677,-1.637144552553174,0.6192450525940635,0.14352698894388993,-1.1651747234824485
2020-11-03,GC=F/SI=F,7.554072872185285,3.1906821030535095,-1.637144552553174,0.6192450525940635,0.15000440257091885,-1.057654498833502
2020-11-04,GC=F/SI=F,7.546763000555304,3.172371060639977,-1.637144552553174,0.6192450525940635,0.13621996199934916,-1.1805138906608317
2020-11-05,GC=F/SI=F,7.573171510904334,3.2256925194027644,-1.637144552553174,0.6192450525940635,0.17318808138212116,-0.7355544406804491
2020-11-06,GC=F/SI=F,7.575738510914745,3.24438761046706,-1.637144552553174,0.6192450525940635,0.19029357038996064,-0.5176743264298844
2020-11-09,GC=F/SI=F,7.524669127194487,3.164841913827367,-1.637144552553174,0.6192450525940635,0.14237233695806495,-1.049849957478485
2020-11-10,GC=F/SI=F,7.536577262003581,3.1964665684007962,-1.637144552553174,0.6192450525940635,0.16662293796533945,-0.7367735905351465
2020-11-11,GC=F/SI=F,7.528708013751791,3.188457830995379,-1.637144552553174,0.6192450525940635,0.16348719360747754,-0.7498075722840644
2020-11-12,GC=F/SI=F,7.535083105467267,3.1900647807056135,-1.637144552553174,0.6192450525940635,0.16114639931307018,-0.7522558845451891
2020-11-13,GC=F/SI=F,7.542054357838977,3.20918909070958,-1.637144552553174,0.6192450525940635,0.1759537957754711,-0.5477482054869329
2020-11-16,GC=F/SI=F,7.54290254111604,3.210278949324103,-1.637144552553174,0.6192450525940635,0.17651842109197968,-0.5166525314903119
2020-11-17,GC=F/SI=F,7.5414178127071905,3.204168205286847,-1.637144552553174,0.6192450525940635,0.17132708777634953,-0.559680093321707
2020-11-18,GC=F/SI=F,7.535563618233742,3.1959347006737095,-1.9140241676360863,0.6580591522085165,0.1511122622815586,-0.8072162856028379
2020-11-19,GC=F/SI=F,7.5289229766318355,3.1794279252655007,-1.9140241676360863,0.6580591522085165,0.13897542185602063,-0.9448395081792065
2020-11-20,GC=F/SI=F,7.535083105467267,3.1924496930841957,-1.9140241676360863,0.6580591522085165,0.14794346051577634,-0.7935264571432613
2020-11-23,GC=F/SI=F,7.5163245096355755,3.1622631676940935,-1.9140241676360863,0.6580591522085165,0.1301012007953002,-1.0110620603551417
2020-11-24,GC=F/SI=F,7.49820508835833,3.1481099461135704,-1.9140241676360863,0.6580591522085165,0.12787163021898973,-1.0141152505596074
2020-11-25,GC=F/SI=F,7.498703580180728,3.1508539489667844,-1.9140241676360863,0.6580591522085165,0.13028759596617334,-0.9514446238310809
2020-11-26,GC=F/SI=F,7.498703580180728,3.1508539489667844,-1.9140241676360863,0.6580591522085165,0.13028759596617334,-0.926083955717133
2020-11-27,GC=F/SI=F,7.48543550343451,3.1158680724670065,-1.9140241676360863,0.6580591522085165,0.10403289880144939,-1.2987123791374964
2020-11-30,GC=F/SI=F,7.48194996286683,3.1150252973477484,-1.9140241676360863,0.6580591522085165,0.10548381555314723,-1.2643571129061042
2020-12-01,GC=F/SI=F,7.503344742489329,3.1794279252655007,-1.9140241676360863,0.6580591522085165,0.15580741293082934,-0.4457896006672666
2020-12-02,GC=F/SI=F,7.509718727374586,3.179094938978324,-1.9140241676360863,0.6580591522085165,0.15127996755387052,-0.49410326718380065
2020-12-03,GC=F/SI=F,7.5157802327085035,3.1816722714362515,-1.9140241676360863,0.6580591522085165,0.14986847095065325,-0.4929307982734792
2020-12-04,GC=F/SI=F,7.515290116764304,3.186476555855404,-1.9140241676360863,0.6580591522085165,0.1549952806525292,-0.3800486422848257
2020-12-07,GC=F/SI=F,7.529299066908689,3.2084617550655365,-1.9140241676360863,0.6580591522085165,0.1677617620073164,-0.1245457060609299
2020-12-08,GC=F/SI=F,7.534121451951862,3.2061552610769857,-1.9140241676360863,0.6580591522085165,0.1622818534056325,-0.19223855733520007
2020-12-09,GC=F/SI=F,7.514581739767988,3.175132914673135,-1.9140241676360863,0.6580591522085165,0.1441177934358997,-0.5182512195240577
2020-12-10,GC=F/SI=F,7.514036513205595,3.1793446692455327,-1.9140241676360863,0.6580591522085165,0.1486883393377072,-0.39978316915049156
2020-12-11,GC=F/SI=F,7.517412175582966,3.179386258438444,-1.9140241676360863,0.6580591522085165,0.14650854300842475,-0.42433318356283894
2020-12-14,GC=F/SI=F,7.511360584179584,3.1774286604012465,-1.9140241676360863,0.6580591522085165,0.14853325007964902,-0.3526170223881188
2020-12-15,GC=F/SI=F,7.524183415489485,3.201973761341872,-1.9140241676360863,0.6580591522085165,0.16464016951956673,0.1466253357952019
2020-12-16,GC=F/SI=F,7.526232778051633,3.2182756692248877,-1.9140241676360863,0.6580591522085165,0.17959347561236783,0.7923139091323418
2020-12-17,GC=F/SI=F,7.542849502220148,3.261935328944346,-2.1261129352796377,0.6878133349794177,0.1999757928541035,2.1556507115551278
2020-12-18,GC=F/SI=F,7.542054357838977,3.25613305029074,-2.1261129352796377,0.6878133349794177,0.19472042510910104,1.8203280894110299
2020-12-21,GC=F/SI=F,7.538601407361239,3.268732082574288,-2.1261129352796377,0.6878133349794177,0.20969444277626081,2.463327499568372
2020-12-22,GC=F/SI=F,7.531873860052217,3.236086862198492,-2.1261129352796377,0.6878133349794177,0.18167651915131522,1.0794679832434972
2020-12-23,GC=F/SI=F,7.536203899557312,3.251304269043363,-2.1261129352796377,0.6878133349794177,0.1939156670835942,1.5918098410449466
2020-12-24,GC=F/SI=F,7.53897387590681,3.2508007895759636,-2.1261129352796377,0.6878133349794177,0.19150696094543207,1.4298989847971662
2020-12-25,GC=F/SI=F,7.53897387590681,3.2508007895759636,-2.1261129352796377,0.6878133349794177,0.19150696094543207,1.3799366301577662
2020-12-28,GC=F/SI=F,7.537536557909116,3.2756341240863804,-2.1261129352796377,0.6878133349794177,0.21732890194126853,2.4699877699969894
2020-12-29,GC=F/SI=F,7.538867442645997,3.2633902128557395,-2.1261129352796377,0.6878133349794177,0.20416959044128014,1.77641109656305
2020-12-30,GC=F/SI=F,7.544861068658458,3.276691833080605,-2.1261129352796377,0.6878133349794177,0.2133487147698956,2.0801181268544555
2020-12-31,GC=F/SI=F,7.545970963119523,3.270784957420527,-2.1261129352796377,0.6878133349794177,0.2066784388990781,1.716228112443314
2021-01-01,GC=F/SI=F,7.545970963119523,3.270784957420527,-2.1261129352796377,0.6878133349794177,0.2066784388990781,1.6613499623675931
2021-01-04,GC=F/SI=F,7.572862977402529,3.306300464333175,-2.1261129352796377,0.6878133349794177,0.2236972597834166,2.2374048026052282
2021-01-05,GC=F/SI=F,7.57696828424101,3.316764464694885,-2.1261129352796377,0.6878133349794177,0.23133757535743715,2.3938718355307445
2021-01-06,GC=F/SI=F,7.553234178643592,3.2948363498309763,-2.1261129352796377,0.6878133349794177,0.22573409481724305,2.0578161619610973
2021-01-07,GC=F/SI=F,7.556062010602644,3.3032170013511957,-2.1261129352796377,0.6878133349794177,0.23216972580694506,2.210022396236358
2021-01-08,GC=F/SI=F,7.514309163645792,3.202014497587837,-2.1261129352796377,0.6878133349794177,0.15968538695386414,-0.2584371881842974
2021-01-11,GC=F/SI=F,7.522724665278414,3.2283904299327952,-2.1261129352796377,0.6878133349794177,0.1802730250553637,0.42413853196324747
2021-01-12,GC=F/SI=F,7.519095710085624,3.2341190849379315,-2.1261129352796377,0.6878133349794177,0.18849772383414365,0.6910676479520597
2021-01-13,GC=F/SI=F,7.5248849599470065,3.2394624764140367,-2.1261129352796377,0.6878133349794177,0.18985919205606194,0.7212960420524946
2021-01-14,GC=F/SI=F,7.523103093476972,3.248279286498104,-2.1261129352796377,0.6878133349794177,0.199901593659372,1.0385720399310143
2021-01-15,GC=F/SI=F,7.5116886856894975,3.211851240663943,-2.419652299775716,0.7289659270066438,0.15573843429069711,-0.4116598789093514
2021-01-18,GC=F/SI=F,7.5116886856894975,3.211851240663943,-2.419652299775716,0.7289659270066438,0.15573843429069711,-0.40131757674275625
2021-01-19,GC=F/SI=F,7.5172490745448295,3.2299739849751643,-2.419652299775716,0.7289659270066438,0.16980784458547404,0.06839757795454499
2021-01-20,GC=F/SI=F,7.53149880248754,3.2478130457086025,-2.419652299775716,0.7289659270066438,0.17725933917956205,0.30895272866682716
2021-01-21,GC=F/SI=F,7.531177203227606,3.2512268612529542,-2.419652299775716,0.7289659270066438,0.18090758962655595,0.42094067830764
2021-01-22,GC=F/SI=F,7.526017236037783,3.239619192582134,-2.419652299775716,0.7289659270066438,0.17306136122158922,0.15293176920500642
2021-01-25,GC=F/SI=F,7.525586078394562,3.2369121843570907,-2.419652299775716,0.7289659270066438,0.17066865222762218,0.06806193113748454
2021-01-26,GC=F/SI=F,7.523319198500104,3.239815034582874,-2.419652299775716,0.7289659270066438,0.17522398065708167,0.19362622060750279
2021-01-27,GC=F/SI=F,7.520180367696991,3.2338038238053533,-2.419652299775716,0.7289659270066438,0.17150087058566932,0.04373638288558003
2021-01-28,GC=F/SI=F,7.516378907755101,3.2545904140045767,-2.419652299775716,0.7289659270066438,0.1950585955554116,0.8304950843051663
2021-01-29,GC=F/SI=F,7.521480418996749,3.2921262724267626,-2.419652299775716,0.7289659270066438,0.22887562610619394,1.965986329593576
