pair,refit_date,n_train,alpha,beta,eg_adf_stat,eg_adf_pvalue,eg_cointegrated_5pct
GC=F/SI=F,2015-12-22,252,-6.654367267943948,1.333032488517798,-4.315274219133019,0.00041792234384594395,True
GC=F/SI=F,2016-01-20,273,-6.894163381594158,1.3668329996878845,-4.39839125207117,0.0002987846032494174,True
GC=F/SI=F,2016-02-18,294,-6.712349863331141,1.3405146104647745,-3.2237968643985595,0.018647889363353265,True
GC=F/SI=F,2016-03-18,315,-5.352744965954531,1.146784470794683,-2.4067218527639915,0.1398481965338763,False
GC=F/SI=F,2016-04-18,336,-4.726846932948512,1.0575259095692802,-2.617022538115411,0.08952984396677977,False
GC=F/SI=F,2016-05-17,357,-4.922239153398677,1.0853358742906232,-2.7068529417389593,0.0728598996231237,False
GC=F/SI=F,2016-06-15,378,-4.9069946549751045,1.0831475960737587,-2.8320232771363063,0.05384306177073939,False
GC=F/SI=F,2016-07-14,399,-5.555460124067638,1.1751795888330467,-2.1309923632934584,0.2322363682350022,False
GC=F/SI=F,2016-08-12,420,-6.5011983940730325,1.3094092714160608,-2.3540881426074254,0.1551160044987428,False
GC=F/SI=F,2016-09-12,441,-6.800610242655447,1.3519075395733628,-2.583336064711606,0.09649050592623543,False
GC=F/SI=F,2016-10-11,462,-7.012701301035477,1.3820356537264613,-2.71135899716617,0.07209320773513059,False
GC=F/SI=F,2016-11-09,483,-7.06180567178548,1.3890380023967526,-2.7227651094054757,0.0701810742895001,False
GC=F/SI=F,2016-12-08,504,-7.054789933554832,1.388276733816245,-2.5432483305142224,0.10530291312114892,False
GC=F/SI=F,2017-01-06,525,-6.871740001477081,1.362814919828651,-2.835271771500538,0.05340939977917271,False
GC=F/SI=F,2017-02-06,546,-6.86763370556806,1.362471165704272,-2.836963326191684,0.05318471655644339,False
GC=F/SI=F,2017-03-07,567,-6.966761394314059,1.3767308768766862,-2.804168363596657,0.05768080950644778,False
GC=F/SI=F,2017-04-05,588,-7.022368036821633,1.3847523113813287,-2.8506528353264944,0.05139469723201182,False
GC=F/SI=F,2017-05-04,609,-7.044414412914974,1.3878909624718943,-2.9274462056437143,0.04224820506078297,True
GC=F/SI=F,2017-06-02,630,-6.995915364675405,1.3809230592028046,-3.0542460314241,0.030129749042505358,True
GC=F/SI=F,2017-07-03,651,-6.909193497341073,1.3685374204817269,-3.055373319469033,0.030036925470908613,True
GC=F/SI=F,2017-08-01,672,-6.842784933284598,1.3589437682865897,-2.9900781261193736,0.03583142499346619,True
GC=F/SI=F,2017-08-30,693,-6.662811746735797,1.3333557475842288,-2.9493452722395728,0.039903392868666815,True
GC=F/SI=F,2017-09-28,714,-6.418193348877958,1.2986828069979997,-2.9134771190851714,0.043803088089977675,True
GC=F/SI=F,2017-10-27,735,-6.289189876788056,1.2803353997679976,-3.003914172892779,0.03453047910106154,True
GC=F/SI=F,2017-11-27,756,-6.191423371313631,1.2664268374111531,-3.023386716539074,0.03276734645871304,True
GC=F/SI=F,2017-12-26,777,-6.053857273428418,1.246786302361568,-2.851528833767399,0.05128185576585113,False
GC=F/SI=F,2018-01-24,798,-5.7787267359509835,1.2078165795029712,-2.6653743755829082,0.0802240429205372,False
GC=F/SI=F,2018-02-22,819,-5.3792226920278745,1.151284571183772,-2.5919294884495767,0.09467677679087799,False
GC=F/SI=F,2018-03-23,840,-5.0529813867058015,1.1050737179933978,-2.4750147108909943,0.12167246319914293,False
GC=F/SI=F,2018-04-23,861,-4.695141407585123,1.0544456204765609,-2.7169318536800446,0.071153867481515,False
GC=F/SI=F,2018-05-22,882,-4.499919899774893,1.0267630794410485,-2.7176755495960543,0.07102925125338048,False
GC=F/SI=F,2018-06-20,903,-4.396290067268137,1.012037891693369,-2.7670085669693187,0.06314307982935546,False
GC=F/SI=F,2018-07-19,924,-4.369864886142885,1.0081666507314844,-2.746869751811315,0.06627293790775729,False
GC=F/SI=F,2018-08-17,945,-4.416875957307719,1.0145793869522075,-2.709680624811944,0.07237802676999913,False
GC=F/SI=F,2018-09-17,966,-4.546436253955158,1.0324607575183002,-2.230087263967125,0.19550726484460001,False
GC=F/SI=F,2018-10-16,987,-4.664470007009369,1.0487276329208968,-2.3035590269147086,0.17082268373692538,False
GC=F/SI=F,2018-11-14,1008,-4.701302610455719,1.0535553731534726,-2.05488574643199,0.2630376818405869,False
GC=F/SI=F,2018-12-13,1029,-4.717455306468925,1.055456781430417,-2.1144556948406557,0.23874176273072634,False
GC=F/SI=F,2019-01-11,1050,-4.589919816360448,1.0372282255843612,-2.232387355079302,0.19470135601330985,False
GC=F/SI=F,2019-02-11,1071,-4.386784780894939,1.0084169254171333,-2.1942720173999577,0.2083309488203493,False
GC=F/SI=F,2019-03-12,1092,-4.136759576477092,0.9729992156624275,-2.110375721806731,0.24036299142478906,False
GC=F/SI=F,2019-04-10,1113,-3.903507807672986,0.9399219660785463,-2.0428788705260104,0.26809425351659977,False
GC=F/SI=F,2019-05-09,1134,-3.741274103352442,0.9168201424955613,-2.0037675933300028,0.2849235881275092,False
GC=F/SI=F,2019-06-07,1155,-3.490131878972383,0.881171790222114,-1.777508078250124,0.3916840876948825,False
GC=F/SI=F,2019-07-08,1176,-2.85798854315541,0.7920036144092983,-1.6620944950793124,0.4507406759133152,False
GC=F/SI=F,2019-08-06,1197,-2.318586505621964,0.7159932772145163,-2.1424364012145967,0.22779645549697286,False
GC=F/SI=F,2019-09-04,1218,-1.967279016060077,0.666550617945816,-2.4558357862078024,0.126592956321751,False
GC=F/SI=F,2019-10-03,1239,-1.872332024756461,0.6531847077450954,-2.535770176205058,0.10701181621741901,False
GC=F/SI=F,2019-11-01,1260,-1.742454780849095,0.634902406853643,-2.6027849474129274,0.09242304047071409,False
GC=F/SI=F,2019-12-02,1281,-1.5885497427700719,0.6132262176567649,-2.6057759691187576,0.09180935865088669,False
GC=F/SI=F,2019-12-31,1302,-1.4452952230472884,0.5930535904236117,-2.7012356556178614,0.07382469062173494,False
GC=F/SI=F,2020-01-29,1323,-1.3497590519210902,0.5796192604043771,-2.693931809417552,0.07509423029031692,False
GC=F/SI=F,2020-02-27,1344,-1.2134503123059723,0.5604587845487541,-2.7677630795511123,0.06302816908965644,False
GC=F/SI=F,2020-03-27,1365,-0.6347372127904366,0.47907562960076305,-2.796013811303438,0.05884542662122139,False
GC=F/SI=F,2020-04-27,1386,0.043112969886794826,0.3838853976026946,-3.1415456475759447,0.023627529846198297,True
GC=F/SI=F,2020-05-26,1407,0.42395829848553074,0.33041895588782855,-3.665023034454556,0.004632918276097653,True
GC=F/SI=F,2020-06-24,1428,0.43623508248101617,0.3286954261163057,-3.7092041294284197,0.003985536784327264,True
GC=F/SI=F,2020-07-23,1449,0.29938255492377425,0.3478869882418884,-3.256099311858543,0.01695857040417567,True
GC=F/SI=F,2020-08-21,1470,-0.5907895184562183,0.4726034499230411,-2.259637442687011,0.18531619013511713,False
GC=F/SI=F,2020-09-21,1491,-1.3202739188155665,0.5748249370389749,-2.2227571255977363,0.1980898445441593,False
GC=F/SI=F,2020-10-20,1512,-1.637144552553174,0.6192450525940635,-2.7971823970789256,0.058677371111632,False
