Date,prob_crisis,VIX,RV_21d
2011-06-09,2.1091666799443737e-07,17.770000457763672,13.123121560541554
2011-06-10,2.1091666799443737e-07,18.860000610351562,13.44461592173
2011-06-13,2.1091666799443737e-07,19.610000610351562,13.244387509127762
2011-06-14,2.1091666799443737e-07,18.260000228881836,14.111706849141017
2011-06-15,2.1091666799443737e-07,21.31999969482422,15.12717798816553
2011-06-16,2.1091666799443737e-07,22.729999542236328,15.190324037949548
2011-06-17,2.1091666799443737e-07,21.850000381469727,14.781141238576595
2011-06-20,2.1091666799443737e-07,19.989999771118164,14.922214928310924
2011-06-21,2.1091666799443737e-07,18.860000610351562,15.738708802444535
2011-06-22,2.1091666799443737e-07,18.520000457763672,15.387163362603493
2011-06-23,2.1091666799443737e-07,19.290000915527344,15.400650025021317
2011-06-24,2.1091666799443737e-07,21.100000381469727,15.730966502589563
2011-06-27,2.1091666799443737e-07,20.559999465942383,16.017625339041302
2011-06-28,2.1091666799443737e-07,19.170000076293945,16.70687364794569
2011-06-29,2.1091666799443737e-07,17.270000457763672,16.559123377402223
2011-06-30,2.1091666799443737e-07,16.520000457763672,14.987385455653113
2011-07-01,2.1091666799443737e-07,15.869999885559082,15.780618185872594
2011-07-05,2.1091666799443737e-07,16.059999465942383,15.286038768985696
2011-07-06,2.1091666799443737e-07,16.34000015258789,14.642355394948723
2011-07-07,2.1091666799443737e-07,15.949999809265137,14.882330766544207
2011-07-08,2.1091666799443737e-07,15.949999809265137,15.082038634959796
2011-07-11,2.1091666799443737e-07,18.389999389648438,16.5461858278699
2011-07-12,2.1091666799443737e-07,19.8700008392334,15.74774075671651
2011-07-13,2.1091666799443737e-07,19.90999984741211,15.755300637776918
2011-07-14,2.1091666799443737e-07,20.799999237060547,15.511218148649489
2011-07-15,2.1091666799443737e-07,19.530000686645508,13.997442902968432
2011-07-18,2.1091666799443737e-07,20.950000762939453,14.434311484029056
2011-07-19,2.1091666799443737e-07,19.209999084472656,15.298441291197632
2011-07-20,2.1091666799443737e-07,19.09000015258789,15.28419640264011
2011-07-21,2.1091666799443737e-07,17.559999465942383,15.30033392604305
2011-07-22,2.1091666799443737e-07,17.520000457763672,15.040194844870088
2011-07-25,2.1091666799443737e-07,19.350000381469727,15.182638106097077
2011-07-26,2.1091666799443737e-07,20.229999542236328,14.515040601513645
2011-07-27,2.1091666799443737e-07,22.979999542236328,16.347425595849497
2011-07-28,2.1091666799443737e-07,23.739999771118164,15.796388606148476
2011-07-29,2.1091666799443737e-07,25.25,15.675980112765728
2011-08-01,2.1091666799443737e-07,23.65999984741211,15.287438689888114
2011-08-02,2.1091666799443737e-07,24.790000915527344,16.407764837086418
2011-08-03,2.1091666799443737e-07,23.3799991607666,16.65635523887434
2011-08-04,2.1091666799443737e-07,31.65999984741211,22.760807521985342
2011-08-05,2.1091666799443737e-07,32.0,22.10796035007823
2011-08-08,2.1091666799443737e-07,48.0,30.747860897570483
2011-08-09,2.1091666799443737e-07,35.060001373291016,35.735248698924934
2011-08-10,2.1091666799443737e-07,42.9900016784668,38.27326278919812
2011-08-11,2.1091666799443737e-07,39.0,42.106356377512654
2011-08-12,2.1091666799443737e-07,36.36000061035156,42.31477734389969
2011-08-15,2.1091666799443737e-07,31.8700008392334,43.115388423464694
2011-08-16,2.1091666799443737e-07,32.849998474121094,43.11958969502059
2011-08-17,2.1091666799443737e-07,31.579999923706055,42.531606736265616
2011-08-18,2.1091666799443737e-07,42.66999816894531,44.59036319792808
2011-08-19,2.1091666799443737e-07,43.04999923706055,44.04199333317027
2011-08-22,2.1091666799443737e-07,42.439998626708984,44.04538963267368
2011-08-23,2.1091666799443737e-07,36.27000045776367,46.262747636896165
2011-08-24,2.1091666799443737e-07,35.900001525878906,46.80653830325606
2011-08-25,2.1091666799443737e-07,39.7599983215332,46.62886033981984
2011-08-26,2.1091666799443737e-07,35.59000015258789,47.135773499350364
2011-08-29,2.1091666799443737e-07,32.279998779296875,48.489942322926105
2011-08-30,2.1091666799443737e-07,32.88999938964844,48.52666751544854
2011-08-31,2.1091666799443737e-07,31.6200008392334,47.83338723638643
2011-09-01,2.1091666799443737e-07,31.81999969482422,47.87220369373662
2011-09-02,2.1091666799443737e-07,33.91999816894531,45.76521121117139
2011-09-06,2.1091666799443737e-07,37.0,45.818243748596544
2011-09-07,2.1091666799443737e-07,33.380001068115234,40.0108787650841
2011-09-08,2.1091666799443737e-07,34.31999969482422,37.17431492461081
2011-09-09,2.1091666799443737e-07,38.52000045776367,34.764247152498825
2011-09-12,2.1091666799443737e-07,38.59000015258789,31.253654441104693
2011-09-13,2.1091666799443737e-07,36.90999984741211,31.332831947403577
2011-09-14,2.1091666799443737e-07,34.599998474121094,30.817300663539697
2011-09-15,2.1091666799443737e-07,31.969999313354492,31.2502827966688
2011-09-16,2.1091666799443737e-07,30.979999542236328,31.301572683447702
2011-09-19,2.1091666799443737e-07,32.72999954223633,27.06064156451066
2011-09-20,2.1091666799443737e-07,32.86000061035156,26.208141093739272
2011-09-21,2.1091666799443737e-07,37.31999969482422,28.627330716630624
2011-09-22,2.1091666799443737e-07,41.349998474121094,28.785094491682834
2011-09-23,2.1091666799443737e-07,41.25,28.383141300986704
2011-09-26,2.1091666799443737e-07,39.02000045776367,29.193824625731
2011-09-27,2.1091666799443737e-07,37.709999084472656,29.013039165623546
2011-09-28,2.1091666799443737e-07,41.08000183105469,27.941960234275324
2011-09-29,2.1091666799443737e-07,38.84000015258789,28.115944914277186
2011-09-30,2.1091666799443737e-07,42.959999084472656,29.126677499529404
2011-10-03,2.1091666799443737e-07,45.45000076293945,30.357274385035566
2011-10-04,2.1091666799443737e-07,40.81999969482422,30.56759380077715
2011-10-05,2.1091666799443737e-07,37.810001373291016,31.292726009306527
2011-10-06,2.1091666799443737e-07,36.27000045776367,30.325508435004757
2011-10-07,2.1091666799443737e-07,36.20000076293945,30.210902500800646
2011-10-10,2.1091666799443737e-07,33.02000045776367,30.911859596085716
2011-10-11,2.1091666799443737e-07,32.86000061035156,30.864546014057332
2011-10-12,2.1091666799443737e-07,31.260000228881836,30.85247643897031
2011-10-13,2.1091666799443737e-07,30.700000762939453,30.5419655375423
2011-10-14,2.1091666799443737e-07,28.239999771118164,30.53114246405896
2011-10-17,2.1091666799443737e-07,33.38999938964844,31.227531053955115
2011-10-18,2.1091666799443737e-07,31.559999465942383,31.754395778818395
2011-10-19,2.1091666799443737e-07,34.439998626708984,32.05822654554258
2011-10-20,2.1091666799443737e-07,34.779998779296875,30.11913171627031
2011-10-21,2.1091666799443737e-07,31.31999969482422,27.811942346247314
2011-10-24,2.1091666799443737e-07,29.260000228881836,27.93704399093828
2011-10-25,2.1091666799443737e-07,32.220001220703125,28.286027691776827
2011-10-26,2.1091666799443737e-07,29.860000610351562,28.250162401191503
2011-10-27,2.1091666799443737e-07,25.459999084472656,28.93611551595313
2011-10-28,2.1091666799443737e-07,24.530000686645508,28.98066763362945
2011-10-31,2.1091666799443737e-07,29.959999084472656,28.863198037469907
2011-11-01,2.1091666799443737e-07,34.77000045776367,28.777374171815538
2011-11-02,2.1091666799443737e-07,32.7400016784668,28.43533374746133
2011-11-03,2.1091666799443737e-07,30.5,28.418382123661885
2011-11-04,2.1091666799443737e-07,30.15999984741211,28.226516867499434
2011-11-07,2.1091666799443737e-07,29.850000381469727,27.988641457525993
2011-11-08,2.1091666799443737e-07,27.479999542236328,26.194091010063968
2011-11-09,2.1091666799443737e-07,36.15999984741211,29.77181870800873
2011-11-10,2.1091666799443737e-07,32.810001373291016,29.79265320320398
2011-11-11,2.1091666799443737e-07,30.040000915527344,30.350342897859488
2011-11-14,2.1091666799443737e-07,31.1299991607666,30.132470489010572
2011-11-15,2.1091666799443737e-07,31.219999313354492,29.222012636899457
2011-11-16,2.1091666799443737e-07,33.5099983215332,29.181883535895047
2011-11-17,2.1091666799443737e-07,34.5099983215332,29.436575163447515
2011-11-18,2.1091666799443737e-07,32.0,29.40410153575284
2011-11-21,2.1091666799443737e-07,32.90999984741211,29.308948838295194
2011-11-22,2.1091666799443737e-07,31.969999313354492,28.876434423229043
2011-11-23,2.1091666799443737e-07,33.97999954223633,29.09127038466189
2011-11-25,2.1091666799443737e-07,34.470001220703125,28.726592744643327
2011-11-28,2.1091666799443737e-07,32.130001068115234,27.847887080735077
2011-11-29,2.1091666799443737e-07,30.639999389648438,27.9124093426164
2011-11-30,2.1091666799443737e-07,27.799999237060547,30.615004621641535
2011-12-01,2.1091666799443737e-07,27.40999984741211,28.863565372944404
2011-12-02,2.1091666799443737e-07,27.520000457763672,28.3442284180494
2011-12-05,2.1091666799443737e-07,27.84000015258789,27.88127036245506
2011-12-06,2.1091666799443737e-07,28.1299991607666,27.792669167780478
2011-12-07,2.1091666799443737e-07,28.670000076293945,27.7395253706968
2011-12-08,2.1091666799443737e-07,30.59000015258789,28.376554986917572
2011-12-09,2.1091666799443737e-07,26.3799991607666,25.791505303720147
2011-12-12,2.1091666799443737e-07,25.670000076293945,26.164780486887672
2011-12-13,2.1091666799443737e-07,25.40999984741211,25.43357265399387
2011-12-14,2.1091666799443737e-07,26.040000915527344,25.484619461742575
2011-12-15,2.1091666799443737e-07,25.110000610351562,25.447132727484284
2011-12-16,2.1091666799443737e-07,24.290000915527344,24.90731358714128
2011-12-19,2.1091666799443737e-07,24.920000076293945,24.563649814872583
2011-12-20,2.1091666799443737e-07,23.219999313354492,26.696628813805255
2011-12-21,2.1091666799443737e-07,21.43000030517578,25.659560972573818
2011-12-22,2.1091666799443737e-07,21.15999984741211,25.66428159588708
2011-12-23,2.1091666799443737e-07,20.729999542236328,24.063661324249107
2011-12-27,2.1091666799443737e-07,21.90999984741211,23.996643101169273
2011-12-28,2.1091666799443737e-07,23.520000457763672,23.015536560369526
2011-12-29,2.1091666799443737e-07,22.649999618530273,23.18147183706965
2011-12-30,2.1091666799443737e-07,23.399999618530273,18.80093942826587
2012-01-03,2.1091666799443737e-07,22.969999313354492,19.53063926659471
2012-01-04,2.1091666799443737e-07,22.219999313354492,19.5153083111973
2012-01-05,2.1091666799443737e-07,21.479999542236328,19.2191584654028
2012-01-06,2.1091666799443737e-07,20.6299991607666,19.257979410068888
2012-01-09,2.1091666799443737e-07,21.06999969482422,19.238912074339567
2012-01-10,2.1091666799443737e-07,20.690000534057617,17.485896867815995
2012-01-11,2.1091666799443737e-07,21.049999237060547,16.66925706677676
2012-01-12,2.1091666799443737e-07,20.469999313354492,15.595691024898036
2012-01-13,2.1091666799443737e-07,20.90999984741211,15.264148618757902
2012-01-17,2.1091666799443737e-07,22.200000762939453,14.49227616464569
2012-01-18,2.1091666799443737e-07,20.889999389648438,14.74323179525941
2012-01-19,2.1091666799443737e-07,19.8700008392334,14.73500526719112
2012-01-20,2.1091666799443737e-07,18.280000686645508,13.76581532460348
2012-01-23,2.1091666799443737e-07,18.670000076293945,10.393462672688514
2012-01-24,2.1091666799443737e-07,18.90999984741211,10.482282879838413
2012-01-25,2.1091666799443737e-07,18.309999465942383,10.447858900329733
2012-01-26,2.1091666799443737e-07,18.56999969482422,10.528822163368703
2012-01-27,2.1091666799443737e-07,18.530000686645508,10.556035610132133
2012-01-30,2.1091666799443737e-07,19.399999618530273,9.246107287202006
2012-01-31,2.1091666799443737e-07,19.440000534057617,8.83412405231064
2012-02-01,2.1091666799443737e-07,18.549999237060547,8.7650849776925
2012-02-02,2.1091666799443737e-07,17.979999542236328,7.325277695997389
2012-02-03,2.1091666799443737e-07,17.100000381469727,8.423280636880238
2012-02-06,2.1091666799443737e-07,17.760000228881836,8.493238643017746
2012-02-07,2.1091666799443737e-07,17.649999618530273,8.303611091462177
2012-02-08,2.1091666799443737e-07,18.15999984741211,8.304525154781576
2012-02-09,2.1091666799443737e-07,18.6299991607666,8.016888984740076
2012-02-10,2.1091666799443737e-07,20.790000915527344,8.676458335405353
2012-02-13,2.1091666799443737e-07,19.040000915527344,8.886834607521184
2012-02-14,2.1091666799443737e-07,19.540000915527344,8.579562585624377
2012-02-15,2.1091666799443737e-07,21.139999389648438,8.886070424490597
2012-02-16,2.1091666799443737e-07,19.219999313354492,8.888272544073992
2012-02-17,2.1091666799443737e-07,17.780000686645508,8.808792306093064
2012-02-21,2.1091666799443737e-07,18.190000534057617,8.790092032686232
2012-02-22,2.1091666799443737e-07,18.190000534057617,8.831796683129078
2012-02-23,2.1091666799443737e-07,16.799999237060547,8.825909247722052
2012-02-24,2.1091666799443737e-07,17.309999465942383,8.507041298973748
2012-02-27,2.1091666799443737e-07,18.190000534057617,8.152208482118075
2012-02-28,2.1091666799443737e-07,17.959999084472656,8.114595406558378
2012-02-29,2.1091666799443737e-07,18.43000030517578,8.15988099931185
2012-03-01,2.1091666799443737e-07,17.260000228881836,8.18181756233341
2012-03-02,2.1091666799443737e-07,17.290000915527344,8.027446172952615
2012-03-05,2.1091666799443737e-07,18.049999237060547,8.275049441192552
2012-03-06,2.1091666799443737e-07,20.8700008392334,8.767435163234644
2012-03-07,2.1091666799443737e-07,19.06999969482422,9.077941334343574
2012-03-08,2.1091666799443737e-07,17.950000762939453,9.634100415262841
2012-03-09,2.1091666799443737e-07,17.110000610351562,9.664556061106886
2012-03-12,2.1091666799443737e-07,15.640000343322754,9.666684443102207
2012-03-13,2.1091666799443737e-07,14.800000190734863,10.861027168403677
2012-03-14,2.1091666799443737e-07,15.3100004196167,10.72275087961428
2012-03-15,2.1091666799443737e-07,15.420000076293945,10.765298297366058
2012-03-16,2.1091666799443737e-07,14.470000267028809,10.5000621117289
2012-03-19,2.1091666799443737e-07,15.039999961853027,10.026414927853395
2012-03-20,2.1091666799443737e-07,15.579999923706055,10.155731606231493
2012-03-21,2.1091666799443737e-07,15.130000114440918,10.210898765051194
2012-03-22,2.1091666799443737e-07,15.569999694824219,10.533098197237383
2012-03-23,2.1091666799443737e-07,14.819999694824219,10.49741374995975
2012-03-26,2.1091666799443737e-07,14.260000228881836,11.381625966333822
2012-03-27,2.1091666799443737e-07,15.59000015258789,11.508796135072357
2012-03-28,2.1091666799443737e-07,15.470000267028809,11.715995408544124
2012-03-29,2.1091666799443737e-07,15.479999542236328,11.618027461731844
2012-03-30,2.1091666799443737e-07,15.5,11.580033830041653
2012-04-02,2.1091666799443737e-07,15.640000343322754,11.648404459130395
2012-04-03,2.1091666799443737e-07,15.65999984741211,11.64911644652326
2012-04-04,2.1091666799443737e-07,16.440000534057617,10.890592083619334
2012-04-05,2.1091666799443737e-07,16.700000762939453,10.767286816986921
2012-04-09,2.1091666799443737e-07,18.809999465942383,11.209274273525935
2012-04-10,2.1091666799443737e-07,20.389999389648438,12.669221721297284
2012-04-11,2.1091666799443737e-07,20.020000457763672,13.002532302393668
2012-04-12,2.1091666799443737e-07,17.200000762939453,12.245363601532066
2012-04-13,2.1091666799443737e-07,19.549999237060547,12.903357359472393
2012-04-16,2.1091666799443737e-07,19.549999237060547,12.684595768053722
2012-04-17,2.1091666799443737e-07,18.459999084472656,13.79701733125239
2012-04-18,2.1091666799443737e-07,18.639999389648438,13.740001771789773
2012-04-19,2.1091666799443737e-07,18.360000610351562,13.86332754443687
2012-04-20,2.1091666799443737e-07,17.440000534057617,13.889377067237712
2012-04-23,2.1091666799443737e-07,18.969999313354492,13.966711391125541
2012-04-24,2.1091666799443737e-07,18.100000381469727,13.988833294117606
2012-04-25,2.1091666799443737e-07,16.81999969482422,13.94425849094317
2012-04-26,2.1091666799443737e-07,16.239999771118164,14.169431928526668
2012-04-27,2.1091666799443737e-07,16.31999969482422,14.08208250680271
2012-04-30,2.1091666799443737e-07,17.149999618530273,14.129185583323425
2012-05-01,2.1091666799443737e-07,16.600000381469727,14.2256829325425
2012-05-02,2.1091666799443737e-07,16.8799991607666,14.003859011352276
2012-05-03,2.1091666799443737e-07,17.559999465942383,14.171751942326383
2012-05-04,2.1091666799443737e-07,19.15999984741211,14.847468924775214
2012-05-07,2.1091666799443737e-07,18.940000534057617,14.858630842066283
2012-05-08,2.1091666799443737e-07,19.049999237060547,14.42633575213572
2012-05-09,2.1091666799443737e-07,20.079999923706055,13.317489916146197
2012-05-10,2.1091666799443737e-07,18.829999923706055,13.015415548022096
2012-05-11,2.1091666799443737e-07,19.889999389648438,12.099687858212976
2012-05-14,2.1091666799443737e-07,21.8700008392334,12.008214104189916
2012-05-15,2.1091666799443737e-07,21.969999313354492,12.115973503324048
2012-05-16,2.1091666799443737e-07,22.270000457763672,10.641537664195688
2012-05-17,2.1091666799443737e-07,24.489999771118164,11.521760906410284
2012-05-18,2.1091666799443737e-07,25.100000381469727,11.632617222527275
2012-05-21,2.1091666799443737e-07,22.010000228881836,13.459504912145073
2012-05-22,2.1091666799443737e-07,22.479999542236328,13.317231890388417
2012-05-23,2.1091666799443737e-07,22.329999923706055,13.197297252377282
2012-05-24,2.1091666799443737e-07,21.540000915527344,12.054880801751821
2012-05-25,2.1091666799443737e-07,21.760000228881836,11.573747181598774
2012-05-29,2.1091666799443737e-07,21.030000686645508,12.594295739481906
2012-05-30,2.1091666799443737e-07,24.139999389648438,13.292688524293956
2012-05-31,2.1091666799443737e-07,24.059999465942383,12.884674570534438
2012-06-01,2.1091666799443737e-07,26.65999984741211,15.012276372311833
2012-06-04,2.1091666799443737e-07,26.1200008392334,15.017356754993019
2012-06-05,2.1091666799443737e-07,24.68000030517578,14.822837295620753
2012-06-06,2.1091666799443737e-07,22.15999984741211,17.159930937640272
2012-06-07,2.1091666799443737e-07,21.719999313354492,17.159892884282378
2012-06-08,2.1091666799443737e-07,21.229999542236328,17.387607231421626
2012-06-11,2.1091666799443737e-07,23.559999465942383,17.819949294595954
2012-06-12,2.1091666799443737e-07,22.09000015258789,18.37319941309625
2012-06-13,2.1091666799443737e-07,24.270000457763672,18.11547044710705
2012-06-14,2.1091666799443737e-07,21.68000030517578,18.422979389232236
2012-06-15,2.1091666799443737e-07,21.110000610351562,18.68849774677576
2012-06-18,2.1091666799443737e-07,18.31999969482422,17.800522108021244
2012-06-19,2.1091666799443737e-07,18.3799991607666,17.614334687798515
2012-06-20,2.1091666799443737e-07,17.239999771118164,16.826367448627604
2012-06-21,2.1091666799443737e-07,20.079999923706055,18.795466836075487
2012-06-22,2.1091666799443737e-07,18.110000610351562,18.966992555301015
2012-06-25,2.1091666799443737e-07,20.3799991607666,19.83142042279677
2012-06-26,2.1091666799443737e-07,19.719999313354492,19.877335908323147
2012-06-27,2.1091666799443737e-07,19.450000762939453,19.674830529840687
2012-06-28,2.1091666799443737e-07,19.709999084472656,18.979252774836958
2012-06-29,2.1091666799443737e-07,17.079999923706055,20.67587628882686
2012-07-02,2.1091666799443737e-07,16.799999237060547,18.116955672761417
2012-07-03,2.1091666799443737e-07,16.65999984741211,18.098941045997485
2012-07-05,2.1091666799443737e-07,17.5,18.248601116115605
2012-07-06,2.1091666799443737e-07,17.100000381469727,17.33066272035157
2012-07-09,2.1091666799443737e-07,17.979999542236328,17.354733495745876
2012-07-10,2.1091666799443737e-07,18.719999313354492,17.52740221826701
2012-07-11,2.1091666799443737e-07,17.950000762939453,16.841174687935872
2012-07-12,2.1091666799443737e-07,18.329999923706055,16.541339208992547
2012-07-13,2.1091666799443737e-07,16.739999771118164,17.247272031021225
2012-07-16,2.1091666799443737e-07,17.110000610351562,16.976968915189943
2012-07-17,2.1091666799443737e-07,16.479999542236328,16.786781562390253
2012-07-18,2.1091666799443737e-07,16.15999984741211,16.939157343265904
2012-07-19,2.1091666799443737e-07,15.449999809265137,16.663323499476157
2012-07-20,2.1091666799443737e-07,16.270000457763672,16.999470401253987
2012-07-23,2.1091666799443737e-07,18.6200008392334,15.33183695641982
2012-07-24,2.1091666799443737e-07,20.469999313354492,15.46932396762381
2012-07-25,2.1091666799443737e-07,19.34000015258789,14.285651502217492
2012-07-26,2.1091666799443737e-07,17.530000686645508,15.204073813677393
2012-07-27,2.1091666799443737e-07,16.700000762939453,16.094939524503992
2012-07-30,2.1091666799443737e-07,18.030000686645508,16.018082546278226
2012-07-31,2.1091666799443737e-07,18.93000030517578,14.031364455647502
2012-08-01,2.1091666799443737e-07,18.959999084472656,14.010424596373591
2012-08-02,2.1091666799443737e-07,17.56999969482422,14.038642999511946
2012-08-03,2.1091666799443737e-07,15.640000343322754,15.531611339061444
2012-08-06,2.1091666799443737e-07,15.949999809265137,15.062135764789458
2012-08-07,2.1091666799443737e-07,15.989999771118164,15.077503981621296
2012-08-08,2.1091666799443737e-07,15.319999694824219,14.59154503172662
2012-08-09,2.1091666799443737e-07,15.279999732971191,14.581093098887967
2012-08-10,2.1091666799443737e-07,14.739999771118164,14.354855472402257
2012-08-13,2.1091666799443737e-07,13.699999809265137,13.432784431263597
2012-08-14,2.1091666799443737e-07,14.850000381469727,13.364607413004656
2012-08-15,2.1091666799443737e-07,14.630000114440918,13.241492209989381
2012-08-16,2.1091666799443737e-07,14.289999961853027,13.2399290873067
2012-08-17,2.1091666799443737e-07,13.449999809265137,13.234656553316071
2012-08-20,2.1091666799443737e-07,14.020000457763672,12.667512384566576
2012-08-21,2.1091666799443737e-07,15.020000457763672,12.032701904250992
2012-08-22,2.1091666799443737e-07,15.109999656677246,11.389207450847481
2012-08-23,2.1091666799443737e-07,15.960000038146973,11.982278100357203
2012-08-24,2.1091666799443737e-07,15.180000305175781,10.946550606112426
2012-08-27,2.1091666799443737e-07,16.350000381469727,9.17462742556964
2012-08-28,2.1091666799443737e-07,16.489999771118164,9.194234610349653
2012-08-29,2.1091666799443737e-07,17.059999465942383,8.730439895331884
2012-08-30,2.1091666799443737e-07,17.829999923706055,9.19531943506186
2012-08-31,2.1091666799443737e-07,17.469999313354492,8.809785477770868
2012-09-04,2.1091666799443737e-07,17.979999542236328,5.883400074080892
2012-09-05,2.1091666799443737e-07,17.739999771118164,5.881129115606522
2012-09-06,2.1091666799443737e-07,15.600000381469727,8.903761252490586
2012-09-07,2.1091666799443737e-07,14.380000114440918,8.953924197267307
2012-09-10,2.1091666799443737e-07,16.280000686645508,9.275435790649004
2012-09-11,2.1091666799443737e-07,16.40999984741211,9.29429843835316
2012-09-12,2.1091666799443737e-07,15.800000190734863,9.309774143295774
2012-09-13,2.1091666799443737e-07,14.050000190734863,10.467579494902393
2012-09-14,2.1091666799443737e-07,14.510000228881836,10.498388198068335
2012-09-17,2.1091666799443737e-07,14.59000015258789,10.478755321573178
2012-09-18,2.1091666799443737e-07,14.180000305175781,10.51127102676034
2012-09-19,2.1091666799443737e-07,13.880000114440918,10.504613661960548
2012-09-20,2.1091666799443737e-07,14.069999694824219,10.391017884171498
2012-09-21,2.1091666799443737e-07,13.979999542236328,10.407459167522003
2012-09-24,2.1091666799443737e-07,14.149999618530273,9.855975145301391
2012-09-25,2.1091666799443737e-07,15.430000305175781,10.647787842664053
2012-09-26,2.1091666799443737e-07,16.809999465942383,10.900274677290026
2012-09-27,2.1091666799443737e-07,14.84000015258789,11.26661814549179
2012-09-28,2.1091666799443737e-07,15.729999542236328,11.455139194774953
2012-10-01,2.1091666799443737e-07,16.31999969482422,11.05647352874423
2012-10-02,2.1091666799443737e-07,15.710000038146973,10.995166446071474
2012-10-03,2.1091666799443737e-07,15.430000305175781,11.000364978454796
2012-10-04,2.1091666799443737e-07,14.550000190734863,11.123288265607629
2012-10-05,2.1091666799443737e-07,14.329999923706055,8.970494900514057
2012-10-08,2.1091666799443737e-07,15.109999656677246,9.034804795654974
2012-10-09,2.1091666799443737e-07,16.3700008392334,9.518437715789197
2012-10-10,2.1091666799443737e-07,16.290000915527344,9.767042192212722
2012-10-11,2.1091666799443737e-07,15.59000015258789,9.696503588834581
2012-10-12,2.1091666799443737e-07,16.139999389648438,8.008206202843539
2012-10-15,2.1091666799443737e-07,15.270000457763672,8.436906927583044
2012-10-16,2.1091666799443737e-07,15.220000267028809,9.170031629808143
2012-10-17,2.1091666799443737e-07,15.069999694824219,9.3058261900055
2012-10-18,2.1091666799443737e-07,15.029999732971191,9.351324269765302
2012-10-19,2.1091666799443737e-07,17.059999465942383,11.008285786501752
2012-10-22,2.1091666799443737e-07,16.6200008392334,11.012652376894872
2012-10-23,2.1091666799443737e-07,18.829999923706055,11.921324573836248
2012-10-24,2.1091666799443737e-07,18.329999923706055,11.450665193107652
2012-10-25,2.1091666799443737e-07,18.1200008392334,11.399658047232448
2012-10-26,2.1091666799443737e-07,17.809999465942383,10.80556100391408
2012-10-31,2.1091666799443737e-07,18.600000381469727,10.732970011109268
2012-11-01,2.1091666799443737e-07,16.690000534057617,11.372892921436604
