Date,mod_a,mod_b,mod_c,garch_fc_vol,egarch_fc_vol,rv_yz
2025-03-25,0.8573431793243351,0.8356919786966964,1.059316555076167,1.1882075654043311,1.210466974181465,1.2983471590447495
2025-03-26,0.8212569007667506,0.8177708017782015,0.9765959351017954,1.072794557053968,1.1131542275741946,1.292969990870669
2025-03-27,1.04307777781698,1.015523154538869,1.1349662550035933,1.1168755003515676,1.2709961535223633,1.2876900217007432
2025-03-28,1.0453541135506095,1.0447027732578813,1.0547138553676683,1.0199830845006828,1.224026617570784,1.2803429917772688
2025-03-31,1.4175860669746045,1.3408311497977021,1.5202859100315276,1.2980044787551257,1.5542553880757153,1.3059880558686006
2025-04-01,1.2769646583546912,1.2066604253186601,1.3880512624131145,1.1941274385120215,1.3806871735227615,1.2767830492398122
2025-04-02,1.2032402166015082,1.1396418677985563,1.2695819631937646,1.0797990422239785,1.2645381037120482,1.2704826937028402
2025-04-03,1.111831058449994,1.0372647555234955,1.163649965846245,1.0048486762599051,1.165496001198993,1.4454035572657895
2025-04-04,2.445977207826072,1.9664577452255714,3.0939367949767385,2.38656293204621,2.458234562626014,1.5245399892323328
2025-04-07,3.6912934634147114,2.7377711306254655,4.459011920754553,3.376958370414312,3.525525331565045,1.9807943108209145
2025-04-08,3.527761944076423,2.4644998055936376,4.040111275528552,3.000568911663094,3.167338828442776,2.2665595764623627
2025-04-09,3.756600572871092,2.450725720015083,3.770923708130605,2.759722937427748,3.1090542985686502,2.437966725120369
2025-04-10,2.414512728017781,1.3079678195829274,3.417020490774885,4.907266025196099,2.8754686613633305,2.5820679078554694
2025-04-11,3.2180626919837474,2.0451622730767727,4.027419670269855,4.772959344683295,3.4611222449897068,2.600951595910974
2025-04-14,2.7730486502813285,1.7187187323446038,3.6487638145440275,4.294604766762922,3.0889878383042766,2.6470746728887318
2025-04-15,2.3728732192277753,1.5347428681951698,3.306644051043675,3.828766966348057,2.7604660689060467,2.6507485635435053
2025-04-16,2.211208624365639,1.5343658196863048,3.0019594070501987,3.401565752407945,2.526507721163841,2.688979718344403
2025-04-17,2.4672031765616205,1.8200465908638261,3.0132930732374636,3.181782679079153,2.6928325628216085,2.69251161641798
2025-04-21,2.2109774502495245,1.7243649393915221,2.7327656812716286,2.8260462418532883,2.4096460620173525,2.7054187315340235
2025-04-22,2.5243635591682594,2.0012377095646894,2.83969089630421,2.730159507242364,2.6269408377229606,2.7315408462823543
2025-04-23,2.060177442997479,1.5975559454727741,2.576076283851747,2.6508620099271942,2.3786286897066287,2.8063216322294537
2025-04-24,1.778627824344064,1.3665123801503305,2.3382399054340945,2.4381049385721583,2.1521700056048614,2.8180245208390864
2025-04-25,1.4908724378327116,1.1054323009180425,2.123793897150905,2.3326726371631934,1.9610432222178231,2.8192480490772747
2025-04-28,1.3936359821663824,1.0512106277574185,1.9394029757434428,2.094039545363978,1.7794513036853068,2.8275468944201623
2025-04-29,1.376460186924859,1.0701409251093126,1.7635752852930107,1.8659607472536368,1.6180522437685734,2.8230171709797083
2025-04-30,1.2882117918504499,1.008074053426061,1.6055588900105888,1.68134307595207,1.4776688323779206,2.829312043606592
2025-05-01,1.2900892008017837,1.0307016769676487,1.463729752897242,1.4986434253050929,1.2787333384738857,2.8423408563059955
2025-05-02,1.2238001397856262,0.9619651261367608,1.3366219071837855,1.3667985756667251,1.1769500947399487,2.843719618247152
2025-05-05,1.0709372887973647,0.8055324854461178,1.2229104693589374,1.3673789659868962,1.0951454601479822,2.752756621478865
2025-05-06,1.2081131366603848,0.9371494820092134,1.1700529429563642,1.2585142137349508,1.1286224053891496,2.699378531814145
2025-05-07,1.3751570798352861,1.0975258403816173,1.1796715464826892,1.2004688064201294,1.2120006733166422,2.3743494467926385
2025-05-08,1.2956913576856122,1.0583461650460717,1.0828572562285081,1.0894055672437442,1.1148173209308392,2.075931576512657
2025-05-09,1.1920454136515466,0.9818173996281176,0.9967305327243055,1.0188420632269988,1.0315784259776282,1.852553651875242
2025-05-12,1.1923527691905413,1.0178744628618968,0.9233090963270345,0.9268675778389384,0.9859169638327752,1.7177358882309437
2025-05-13,0.8380133444749953,0.6623549784950327,0.8554293239887087,1.6246334814648786,0.9450553739188524,1.68590350419333
2025-05-14,0.78333247661118,0.6103768991134865,0.7956270786188967,1.4712170331931156,0.8800053392518036,1.572775138493399
