pair,coint_pass_rate,coint_pass_rate_last_2y,half_life_days,adf_pvalue,hedge_ratio_min,hedge_ratio_max,spread_discontinuity_count,meets_all_4_criteria
ZB=F/ZN=F,0.7218045112781954,0.76,140.52195940026797,0.2207926136495431,0.0765907986367215,0.6239716460149681,8,False
ES=F/NQ=F,0.18796992481203,0.0,141.06570920595982,0.1721052193746321,0.8102879659911807,1.715974728163417,10,False
ES=F/RTY=F,0.0392156862745098,0.16,103.00394471067288,0.0824172456787311,0.3953988654985828,1.2059649377303645,6,False
NQ=F/RTY=F,0.2352941176470588,0.84,105.04702774399313,0.0788112787412233,0.0340326051036428,0.7580416052129012,6,False
GC=F/HG=F,0.0,0.0,138.76332960521006,0.1145976205468951,-0.1521147693171219,1.7441121289452857,3,False
GC=F/SI=F,0.3909774436090225,0.8,90.50389973555072,0.0284469770863727,0.3286954261163057,1.3890380023967526,7,False
