,refit_date,n_train,garch_fc_vol,egarch_fc_vol,garch_fc_h5,egarch_fc_h5,garch_fc_h21,egarch_fc_h21,rv_yz,rv_20d,garch_err_yz,egarch_err_yz,garch_sqerr_yz,egarch_sqerr_yz,garch_abserr_yz,egarch_abserr_yz,garch_err_20d,egarch_err_20d,garch_sqerr_20d,egarch_sqerr_20d,garch_abserr_20d,egarch_abserr_20d,rv_yz_h5,garch_err_h5,egarch_err_h5,garch_sqerr_h5,egarch_sqerr_h5,garch_abserr_h5,egarch_abserr_h5,rv_yz_h21,garch_err_h21,egarch_err_h21,garch_sqerr_h21,egarch_sqerr_h21,garch_abserr_h21,egarch_abserr_h21,har_fc_vol,target_gk
2018-09-28,2018-09-01,923,0.4945270003831758,0.5261976117593549,0.5871679022106423,0.5600023049697487,0.7445984581951111,0.6441829295147004,0.4610250372638623,0.3428457968287194,0.0335019631193135,0.0651725744954925,0.0011223815328478,0.0042474644663705,0.0335019631193135,0.0651725744954925,0.1516812035544564,0.1833518149306354,0.0230071875117284,0.0336178880383579,0.1516812035544564,0.1833518149306354,0.5178973059660616,0.0692705962445806,0.042104999003687,0.0047984155040797,0.0017728309411004,0.0692705962445806,0.042104999003687,1.4073122449072084,-0.6627137867120974,-0.7631293153925081,0.4391895630982873,0.582366352011438,0.6627137867120974,0.7631293153925081,0.41869644149967267,0.28337533030165546
2018-10-01,2018-10-01,942,0.4661175802448437,0.4778947117367886,0.563962528088614,0.5176975418707621,0.7300090422664202,0.6217427802478583,0.4699290163139518,0.3499784482989257,-0.003811436069108,0.0079656954228368,1.4527044908897854e-05,6.34523035694034e-05,0.003811436069108,0.0079656954228368,0.1161391319459179,0.1279162634378628,0.0134882979691513,0.0163625704519047,0.1161391319459179,0.1279162634378628,0.525853418705811,0.0381091093828029,-0.0081558768350489,0.0014523042179504,6.651832694848767e-05,0.0381091093828029,0.0081558768350489,1.4206555229822413,-0.6906464807158211,-0.798912742734383,0.4769925613251491,0.6382615705033744,0.6906464807158211,0.798912742734383,0.37374131069564226,0.46530127214315264
2018-10-02,2018-10-01,942,0.4639794450916542,0.4501469660294317,0.5626146308025343,0.4938372064693044,0.7296553854428097,0.6104863121878911,0.4672830465778658,0.3471342285314913,-0.0033036014862115,-0.017136080548434,1.091378277969923e-05,0.0002936452565624,0.0033036014862115,0.017136080548434,0.1168452165601629,0.1030127374979404,0.0136528046329913,0.0106116240868195,0.1168452165601629,0.1030127374979404,0.5300281794463558,0.0325864513561784,-0.0361909729770514,0.0010618768119885,0.0013097865250256,0.0325864513561784,0.0361909729770514,1.449795712199149,-0.7201403267563392,-0.8393094000112579,0.518602090220727,0.7044402689472576,0.7201403267563392,0.8393094000112579,0.4446566036350762,0.29568151294509504
2018-10-03,2018-10-01,942,0.4499872872534463,0.4471335173770105,0.5538684739931643,0.4912275245531238,0.7273770507644218,0.6092351005395511,0.4705057970995728,0.3387642805793507,-0.0205185098461264,-0.0233722797225622,0.0004210092463055,0.0005462634594296,0.0205185098461264,0.0233722797225622,0.1112230066740955,0.1083692367976597,0.0123705572136259,0.0117438914841072,0.1112230066740955,0.1083692367976597,0.5957284608051159,-0.0418599868119515,-0.104500936251992,0.0017522584958967,0.0109204456775429,0.0418599868119515,0.104500936251992,1.4583141724122073,-0.7309371216477855,-0.8490790718726562,0.5342690758027495,0.7209352702921312,0.7309371216477855,0.8490790718726562,0.39507556184992243,0.4025298014780335
2018-10-04,2018-10-01,942,0.4353388973132985,0.4221332712942847,0.5448556922092469,0.4694307623204783,0.725059294569362,0.5986218508239465,0.4972613795328228,0.3811415164802776,-0.0619224822195242,-0.0751281082385381,0.0038343938042273,0.0056442326475014,0.0619224822195242,0.0751281082385381,0.0541973808330208,0.040991754814007,0.0029373560891595,0.0016803239627316,0.0541973808330208,0.040991754814007,0.7123945546860505,-0.1675388624768036,-0.2429637923655722,0.0280692704400213,0.0590314044006608,0.1675388624768036,0.2429637923655722,1.4738664708646054,-0.7488071762952434,-0.875244620040659,0.5607121872712557,0.7660531449101174,0.7488071762952434,0.875244620040659,0.4124445481963035,0.791275995440359
2018-10-05,2018-10-01,942,0.5772000578362981,0.6162529603606225,0.6376113749423733,0.6326808824967963,0.7503313108318972,0.6719548103104731,0.5178973059660616,0.4015354296402434,0.0593027518702364,0.0983556543945608,0.0035168163793828,0.0096738347513822,0.0593027518702364,0.0983556543945608,0.1756646281960546,0.214717530720379,0.0308580615992581,0.0461036179986569,0.1756646281960546,0.214717530720379,0.8406699380468589,-0.2030585631044855,-0.2079890555500625,0.0412327800500583,0.0432594472286069,0.2030585631044855,0.2079890555500625,1.468875632833203,-0.7185443220013061,-0.7969208225227302,0.5163059426803167,0.6350827973703049,0.7185443220013061,0.7969208225227302,0.5611953004787225,0.9083531260403211
2018-10-08,2018-10-01,942,0.6071278504847554,0.7093356215070077,0.658492844368485,0.7069307311960875,0.75643752002752,0.701456178811092,0.525853418705811,0.40005745396146,0.0812744317789443,0.1834822028011966,0.0066055332609902,0.0336657187447794,0.0812744317789443,0.1834822028011966,0.2070703965232954,0.3092781675455477,0.0428781491163147,0.0956529849203318,0.2070703965232954,0.3092781675455477,0.8520022090197285,-0.1935093646512434,-0.1450714778236409,0.0374458742077279,0.0210457336779351,0.1935093646512434,0.1450714778236409,1.4636592420002568,-0.7072217219727368,-0.7622030631891648,0.5001625640300831,0.5809535095349458,0.7072217219727368,0.7622030631891648,0.6438487029038354,0.6494793457926282
2018-10-09,2018-10-01,942,0.5582110774113106,0.6615943731070157,0.6245680585826193,0.669124167376146,0.7465925581328064,0.6866853597730288,0.5300281794463558,0.3946585692978184,0.0281828979649547,0.1315661936606599,0.000794275737703,0.0173096633143542,0.0281828979649547,0.1315661936606599,0.1635525081134922,0.2669358038091973,0.0267494229102139,0.0712547233552623,0.1635525081134922,0.2669358038091973,0.885820903110331,-0.2612528445277117,-0.216696735734185,0.0682530487738207,0.0469574752778512,0.2612528445277117,0.216696735734185,1.4774469623173592,-0.7308544041845527,-0.7907616025443304,0.5341481601159576,0.6253039120584775,0.7308544041845527,0.7907616025443304,0.5762103798006725,0.51347014217958
2018-10-10,2018-10-01,942,0.5283113616858126,0.6510147764175825,0.6043832131919167,0.6606692758554814,0.7409234365398667,0.6833125240845094,0.5957284608051159,0.8190655291162495,-0.0674170991193032,0.0552863156124666,0.0045450652536619,0.0030565766940012,0.0674170991193032,0.0552863156124666,-0.2907541674304369,-0.1680507526986669,0.0845379858781665,0.0282410554825885,0.2907541674304369,0.1680507526986669,0.9073662593000256,-0.3029830461081089,-0.2466969834445441,0.0917987262289484,0.0608594016406376,0.3029830461081089,0.2466969834445441,1.4546817746384182,-0.7137583380985515,-0.7713692505539088,0.5094509652052062,0.595010520700099,0.7137583380985515,0.7713692505539088,0.5486478564363773,1.2619485636780996
2018-10-11,2018-10-01,942,1.5769165988685994,1.8093414468110267,1.4321039103430373,1.4796934175441157,1.0592472465794156,0.9337175053101516,0.7123945546860505,0.9181127735113648,0.8645220441825489,1.096946892124976,0.7473983648775729,1.203292484142644,0.8645220441825489,1.096946892124976,0.6588038253572347,0.891228673299662,0.4340224803053258,0.7942885481114758,0.6588038253572347,0.891228673299662,0.9399251930920554,0.4921787172509819,0.5397682244520603,0.242239889714822,0.2913497361281297,0.4921787172509819,0.5397682244520603,1.4168578582210294,-0.3576106116416138,-0.4831403529108776,0.1278853495586891,0.2334246006108474,0.3576106116416138,0.4831403529108776,0.848753918522053,1.897590479364085
2018-10-12,2018-10-01,942,1.7173199750664614,2.0771046699760576,1.55051408805093,1.6498819236317237,1.1144802790404331,0.97391985578348,0.8406699380468589,0.9911910629854896,0.8766500370196025,1.2364347319291986,0.7685152874064705,1.5287708463208292,0.8766500370196025,1.2364347319291986,0.7261289120809719,1.0859136069905682,0.5272631969598958,1.1792083618472662,0.7261289120809719,1.0859136069905682,0.9476243001584312,0.6028897878924989,0.7022576234732923,0.3634760963450623,0.4931657697263564,0.6028897878924989,0.7022576234732923,1.3583562765516717,-0.2438759975112385,-0.3844364207681916,0.0594755021621016,0.1477913616130581,0.2438759975112385,0.3844364207681916,1.1338815786464043,1.200797577071739
2018-10-15,2018-10-01,942,1.5938051181529975,1.7978574764773585,1.4463092265227548,1.472279946881399,1.0657884120621008,0.93190332788441,0.8520022090197285,0.991716783361092,0.7418029091332693,0.94585526745763,0.5502715559985814,0.8946421869773449,0.7418029091332693,0.94585526745763,0.6020883347919058,0.8061406931162666,0.36251036289249,0.6498628170979747,0.6020883347919058,0.8061406931162666,0.9524857479802264,0.4938234785425284,0.5197941989011725,0.243861627959843,0.2701860092113117,0.4938234785425284,0.5197941989011725,1.3670846669111492,-0.3012962548490483,-0.4351813390267391,0.0907794331860626,0.1893827978371056,0.3012962548490483,0.4351813390267391,0.9449656273117523,0.6530012329148407
2018-10-16,2018-10-01,942,1.4058232205394747,1.6878046336770989,1.2888934346832777,1.4007163455846656,0.9947531892286124,0.9140954826561156,0.885820903110331,1.117501970937561,0.5200023174291437,0.8019837305667676,0.2704024101316799,0.6431779040937897,0.5200023174291437,0.8019837305667676,0.2883212496019136,0.5703026627395376,0.0831291429720089,0.3252451271278067,0.2883212496019136,0.5703026627395376,1.0585867428345648,0.2303066918487128,0.3421296027501008,0.0530411723102979,0.1170526650779418,0.2303066918487128,0.3421296027501008,1.3799205244678052,-0.3851673352391929,-0.4658250418116896,0.1483538761352608,0.2169929695788623,0.3851673352391929,0.4658250418116896,0.7792656689556953,0.857862681439237
2018-10-17,2018-10-01,942,1.542887256176475,1.4807607004473362,1.4035156838956389,1.2633244549266958,1.0461579345587233,0.8782757524514853,0.9073662593000256,1.1165589053101042,0.6355209968764495,0.5733944411473106,0.4038869374708361,0.3287811851386367,0.6355209968764495,0.5733944411473106,0.4263283508663709,0.364201795137232,0.1817558627524394,0.1326429475811823,0.4263283508663709,0.364201795137232,1.1040191978890026,0.2994964860066362,0.1593052570376931,0.0896981451303232,0.0253781649198454,0.2994964860066362,0.1593052570376931,1.4043128609293511,-0.3581549263706278,-0.5260371084778659,0.1282749512835498,0.276715039495754,0.3581549263706278,0.5260371084778659,0.8714893196908627,0.9087140614322216
2018-10-18,2018-10-01,942,1.3327383221621074,1.3103783235446247,1.228176591142914,1.1471944741045514,0.9682869255440708,0.8460876810868672,0.9399251930920554,1.127317581383042,0.392813129070052,0.3704531304525693,0.1543021543698053,0.1372355218621083,0.392813129070052,0.3704531304525693,0.2054207407790653,0.1830607421615826,0.0421976807422199,0.0335112353207494,0.2054207407790653,0.1830607421615826,1.1435123031561536,0.0846642879867605,0.0036821709483978,0.0071680416603051,1.3558382893225084e-05,0.0846642879867605,0.0036821709483978,1.3973384947402416,-0.4290515691961709,-0.5512508136533745,0.1840852490296966,0.3038774595535073,0.4290515691961709,0.5512508136533745,0.8704514524881302,1.1128761511996579
2018-10-19,2018-10-01,942,1.3489667301998016,1.4955702867172271,1.2416314165325446,1.2732808602261767,0.9741028960098213,0.8809494943089451,0.9476243001584312,1.127672982635411,0.4013424300413705,0.547945986558796,0.1610757461515123,0.3002448041858923,0.4013424300413705,0.547945986558796,0.2212937475643905,0.3678973040818161,0.0489709227110922,0.1353484263506682,0.2212937475643905,0.3678973040818161,1.2796259669012602,-0.0379945503687155,-0.0063451066750834,0.0014435858577208,4.0260378718188914e-05,0.0379945503687155,0.0063451066750834,1.4013179340527566,-0.4272150380429355,-0.5203684397438115,0.1825126887300268,0.2707833130814088,0.4272150380429355,0.5203684397438115,0.8900083636103742,0.956131222797872
2018-10-22,2018-10-01,942,1.1707427407899935,1.3367540574945964,1.0948725178850192,1.1653711727520348,0.9123080905828456,0.8512535593105761,0.9524857479802264,1.1282813847678397,0.2182569928097673,0.3842683095143699,0.0476361149103628,0.1476621336970316,0.2182569928097673,0.3842683095143699,0.0424613560221542,0.2084726727267569,0.0018029667552401,0.0434608552738375,0.0424613560221542,0.2084726727267569,1.4073122449072084,-0.3124397270221892,-0.2419410721551735,0.0976185830217001,0.0585354823955949,0.3124397270221892,0.2419410721551735,1.4423645897543034,-0.5300564991714579,-0.5911110304437273,0.2809598923139018,0.349412250312245,0.5300564991714579,0.5911110304437273,0.8332022934514716,0.608997547258116
2018-10-23,2018-10-01,942,1.047531777876683,1.285588157999349,0.9950113067511522,1.1300399102425245,0.8725586985538484,0.8411660869159135,1.0585867428345648,1.12844173132405,-0.0110549649578817,0.2270014151647841,0.0001222122502199,0.0515296424868146,0.0110549649578817,0.2270014151647841,-0.0809099534473669,0.1571464266752988,0.006546420566855,0.024694999416815,0.0809099534473669,0.1571464266752988,1.4206555229822413,-0.425644216231089,-0.2906156127397168,0.1811729988109781,0.084457434368081,0.425644216231089,0.2906156127397168,1.375885849756456,-0.5033271512026075,-0.5347197628405423,0.2533382211377325,0.2859252247722458,0.5033271512026075,0.5347197628405423,0.7221686287077499,1.5116276204388412
