model,alpha,alpha_se,beta,beta_se,R2,F_stat,F_pval
M2d-pooled,-0.20684372590541955,0.04505476044706626,1.2247860013355012,0.057131311574285165,0.5513390243743459,10.837801910175882,2.6579414709626548e-05
M2d-regime,-0.10558621123413857,0.04006611404946091,1.0770326874477627,0.04933499794992031,0.5603066826119165,5.274334002681441,0.0055092741179344484
